Unnamed: 0,Title,Author,Published,Link
341,Data Aggregation and Privacy Preserving Using Computational Intelligence,"Shah, S. A.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/data-aggregation-and-privacy-preserving-using-computational-intel
342,Deep learning based photoplethysmography classification for peripheral arterial disease detection: a proof-of-concept study,"Allen, J.",17-Jun-21,https://pureportal.coventry.ac.uk/en/publications/deep-learning-based-photoplethysmography-classification-for-perip
343,Design of 15W X-Band GaN Based Transmit / Receive Module for Airborne Active Phased Array Radar Applications,"Shah, S. A.",27-Jul-21,https://pureportal.coventry.ac.uk/en/publications/design-of-15w-x-band-gan-based-transmit-receive-module-for-airbor
344,Design of High-Performance X-Band Monopulse Comparator for Active Phased Array Radar Applications,"Shah, S. A.",4-Jul-21,https://pureportal.coventry.ac.uk/en/publications/design-of-high-performance-x-band-monopulse-comparator-for-active
345,Design of Portable Exoskeleton Forearm for Rehabilitation of Monoparesis Patients Using Tendon Flexion Sensing Mechanism for Health Care Applications,"Shah, S. A.",27-May-21,https://pureportal.coventry.ac.uk/en/publications/design-of-portable-exoskeleton-forearm-for-rehabilitation-of-mono
346,Desplazamientos escolares activos reducen intentos de suicidio de jóvenes de países con ingresos bajos y medios,"Clark, C.",1-Jan-21,https://pureportal.coventry.ac.uk/en/publications/desplazamientos-escolares-activos-reducen-intentos-de-suicidio-de
347,Developing a Digital Ecosystem for Carers & the new Integrated Care Systems.,"Szczepura, A.",21-Oct-21,https://pureportal.coventry.ac.uk/en/publications/developing-a-digital-ecosystem-for-carers-amp-the-new-integrated-
348,Development and external validation of a breast cancer absolute risk prediction model in Chinese population,,29-May-21,https://pureportal.coventry.ac.uk/en/publications/development-and-external-validation-of-a-breast-cancer-absolute-r
349,Development and validation of a deep learning-based automatic auscultatory blood pressure measurement method,"Xu, Y.",Jul-21,https://pureportal.coventry.ac.uk/en/publications/development-and-validation-of-a-deep-learning-based-automatic-aus
350,Dietary intake of polyphenols and total antioxidant capacity and risk of prostate cancer: A case-control study in Iranian men,"Clark, C. C. T.",Mar-21,https://pureportal.coventry.ac.uk/en/publications/dietary-intake-of-polyphenols-and-total-antioxidant-capacity-and-
351,Dietary patterns and risk of non-alcoholic fatty liver disease,"Clark, C. C. T.",28-Jan-21,https://pureportal.coventry.ac.uk/en/publications/dietary-patterns-and-risk-of-non-alcoholic-fatty-liver-disease
352,Dietary Potassium in Chronic Kidney Disease: High Quality Evidence Is Still Needed,"Lycett, D.",Nov-21,https://pureportal.coventry.ac.uk/en/publications/dietary-potassium-in-chronic-kidney-disease-high-quality-evidence
353,Discrete Human Activity Recognition and Fall Detection by Combining FMCW RADAR Data of Heterogeneous Environments For Independent Assistive Living,"Saeed, U.",12-Sep-21,https://pureportal.coventry.ac.uk/en/publications/discrete-human-activity-recognition-and-fall-detection-by-combini
354,Distilling knowledge from publicly available online EMR data to emerging epidemic for prognosis,"Wang, J.",19-Apr-21,https://pureportal.coventry.ac.uk/en/publications/distilling-knowledge-from-publicly-available-online-emr-data-to-e
355,Do automated digital health behaviour change interventions have a positive effect on self-efficacy? A systematic review and meta-analysis,,2021,https://pureportal.coventry.ac.uk/en/publications/do-automated-digital-health-behaviour-change-interventions-have-a
356,Does our collective stringency control the virus? Investigating lockdown effectiveness on community mobility data,"Wang, J.",Jul-21,https://pureportal.coventry.ac.uk/en/publications/does-our-collective-stringency-control-the-virus-investigating-lo
357,Does vitamin C supplementation exert profitable effects on serum lipid profile in patients with type 2 diabetes? A systematic review and dose-response meta-analysis,"Clark, C. C. T.",Jul-21,https://pureportal.coventry.ac.uk/en/publications/does-vitamin-c-supplementation-exert-profitable-effects-on-serum-
358,Do lifestyle interventions reduce diabetes incidence in people with isolated impaired fasting glucose?,"Tapp, R. J.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/do-lifestyle-interventions-reduce-diabetes-incidence-in-people-wi
359,Dose response effects of the BWF Shuttle Time Programme on children’s actual and perceived fundamental movement skill competence,"Duncan, M.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/dose-response-effects-of-the-bwf-shuttle-time-programme-on-childr
360,Editorial for the Special Issue on Security and Sensing Devices for Healthcare Technologies,"Shah, S. A.",27-Aug-21,https://pureportal.coventry.ac.uk/en/publications/editorial-for-the-special-issue-on-security-and-sensing-devices-f
361,Effect of electrode configuration on recognizing uterine contraction with electrohysterogram: Analysis using a convolutional neural network,"Zheng, D.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/effect-of-electrode-configuration-on-recognizing-uterine-contract
362,Effect of orlistat on serum uric acid level in adults: A systematic review and meta-analysis of randomised controlled trials,"Clark, C. C. T.",Nov-21,https://pureportal.coventry.ac.uk/en/publications/effect-of-orlistat-on-serum-uric-acid-level-in-adults-a-systemati
363,Effect of propolis on glycemic control in patients with type 2 diabetes: an updated systematic review and meta-analysis of randomized controlled trials,"Clark, C.",2021,https://pureportal.coventry.ac.uk/en/publications/effect-of-propolis-on-glycemic-control-in-patients-with-type-2-di
364,"Effects of chromium supplementation on blood pressure, body mass index, liver function enzymes and malondialdehyde in patients with type 2 diabetes: A systematic review and dose-response meta-analysis of randomized controlled trials","Clark, C. C. T.",Aug-21,https://pureportal.coventry.ac.uk/en/publications/effects-of-chromium-supplementation-on-blood-pressure-body-mass-i
365,Effects of lacto-ovo-vegetarian diet vs. standard-weight-loss diet on obese and overweight adults with non-alcoholic fatty liver disease: a randomised clinical trial,"Clark, C. C. T.",9-Mar-21,https://pureportal.coventry.ac.uk/en/publications/effects-of-lacto-ovo-vegetarian-diet-vs-standard-weight-loss-diet
366,"Effects of the dietary approach to stop hypertension (DASH) diet on blood pressure, blood glucose, and lipid profile in adolescents with hemophilia: A randomized clinical trial","Clark, C. C. T.",Jan-21,https://pureportal.coventry.ac.uk/en/publications/effects-of-the-dietary-approach-to-stop-hypertension-dash-diet-on
367,Estimating ambient air pollutant levels in Suzhou through the SPDE approach with R-INLA,"Kurmi, O.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/estimating-ambient-air-pollutant-levels-in-suzhou-through-the-spd
368,Evaluation of cuff deflation and inflation rates on a deep learning-based automatic blood pressure measurement method: a pilot evaluation study,"Xu, Y.",1-Apr-21,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-cuff-deflation-and-inflation-rates-on-a-deep-learni
369,Explorations in skin temperature and objective skin colour measurements in Raynaud's phenomenon: A pilot study,"Allen, J.",1-Aug-21,https://pureportal.coventry.ac.uk/en/publications/explorations-in-skin-temperature-and-objective-skin-colour-measur
370,"Exploring Relationships Between Anthropometry, Body Composition, Maturation, and Selection for Competition: A Study in Youth Soccer Players","Clark, C. C. T.",11-Mar-21,https://pureportal.coventry.ac.uk/en/publications/exploring-relationships-between-anthropometry-body-composition-ma
371,Exposure to green space and prevention of anxiety and depression among young people in urban settings: a global scoping review,,21-Jul-21,https://pureportal.coventry.ac.uk/en/publications/exposure-to-green-space-and-prevention-of-anxiety-and-depression-
372,Extraction of Coronary Atherosclerotic Plaques From Computed Tomography Imaging: A Review of Recent Methods,"Liu, H.",10-Feb-21,https://pureportal.coventry.ac.uk/en/publications/extraction-of-coronary-atherosclerotic-plaques-from-computed-tomo
373,Filtering-induced time shifts in photoplethysmography pulse features measured at different body sites: the importance of filter definition and standardization,"Liu, H.",28-Jul-21,https://pureportal.coventry.ac.uk/en/publications/filtering-induced-time-shifts-in-photoplethysmography-pulse-featu
374,Fine-Grained and Context-Aware Behavioral Biometrics for Pattern Lock on Smartphones,"Wang, J.",29-Mar-21,https://pureportal.coventry.ac.uk/en/publications/fine-grained-and-context-aware-behavioral-biometrics-for-pattern-
375,"Food Insecurity and Bullying Victimization Among 170,618 Adolescents in 59 Countries","Clark, C. C. T.",11-Nov-21,https://pureportal.coventry.ac.uk/en/publications/food-insecurity-and-bullying-victimization-among-170618-adolescen
376,Fostering Distance Education: Lessons From a United States-England Partnered Collaborative Online International Learning Approach,"Wright, H.",1-Dec-21,https://pureportal.coventry.ac.uk/en/publications/fostering-distance-education-lessons-from-a-united-states-england
377,Gender and Diversity sensitive smart and sustainable mobility innovations:  A bigger problem than transport design,"Magee, P.",14-Oct-21,https://pureportal.coventry.ac.uk/en/publications/gender-and-diversity-sensitive-smart-and-sustainable-mobility-inn
378,Gender differences in response to an opportunistic brief intervention for obesity in primary care: Data from the BWeL trial,"Lycett, D.",Feb-21,https://pureportal.coventry.ac.uk/en/publications/gender-differences-in-response-to-an-opportunistic-brief-interven
379,Genome-wide meta-analysis identifies 127 open-angle glaucoma loci with consistent effect across ancestries,,24-Feb-21,https://pureportal.coventry.ac.uk/en/publications/genome-wide-meta-analysis-identifies-127-open-angle-glaucoma-loci
380,"Global, regional, and national mortality among young people aged 10–24 years, 1950–2019: a systematic analysis for the Global Burden of Disease Study 2019",,30-Oct-21,https://pureportal.coventry.ac.uk/en/publications/global-regional-and-national-mortality-among-young-people-aged-10
381,"Global, regional, and national progress towards Sustainable Development Goal 3.2 for neonatal and child health: all-cause and cause-specific mortality findings from the Global Burden of Disease Study 2019",,4-Sep-21,https://pureportal.coventry.ac.uk/en/publications/global-regional-and-national-progress-towards-sustainable-develop
382,"GRANADA consensus on analytical approaches to assess associations with accelerometer-determined physical behaviours (physical activity, sedentary behaviour and sleep) in epidemiological studies",,12-Apr-21,https://pureportal.coventry.ac.uk/en/publications/granada-consensus-on-analytical-approaches-to-assess-associations
383,Granular Data Access Control with a Patient-Centric Policy Update for Healthcare,"Shah, S. A.",20-May-21,https://pureportal.coventry.ac.uk/en/publications/granular-data-access-control-with-a-patient-centric-policy-update
384,Group versus one-to-one multi-component lifestyle interventions for weight management: a systematic review and meta-analysis of randomised controlled trials,"Abbott, S.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/group-versus-one-to-one-multi-component-lifestyle-interventions-f
385,Healthcare staff perceptions following inoculation with the BNT162b2 mRNA COVID-19 vaccine at University Hospitals Coventry & Warwickshire NHS trust,"Kyrou, I.",6-Sep-21,https://pureportal.coventry.ac.uk/en/publications/healthcare-staff-perceptions-following-inoculation-with-the-bnt16
386,Health Effect of Bariatric Surgery on Patients with Asthma: A Systematic Review and Meta-Analysis,"Clark, C.",15-Mar-21,https://pureportal.coventry.ac.uk/en/publications/health-effect-of-bariatric-surgery-on-patients-with-asthma-a-syst
387,High Efficiency High Gain DC-DC Boost Converter Using PID Controller for Photovoltaic Applications,"Shah, S. A.",27-Jul-21,https://pureportal.coventry.ac.uk/en/publications/high-efficiency-high-gain-dc-dc-boost-converter-using-pid-control
388,Higher Dietary Acid Load Is Associated With an Increased Risk of Calcium Oxalate Kidney Stones,"Clark, C. C. T.",1-Sep-21,https://pureportal.coventry.ac.uk/en/publications/higher-dietary-acid-load-is-associated-with-an-increased-risk-of-
389,How Does Fat Mass Change in the First Year After Bariatric Surgery? A Systemic Review and Meta-Analysis,"Clark, C. C. T.",Aug-21,https://pureportal.coventry.ac.uk/en/publications/how-does-fat-mass-change-in-the-first-year-after-bariatric-surger
390,"How Does the Understanding, Experience, and Enactment of Self-Regulation Behaviour Change Techniques Vary with Age? A Thematic Analysis",,Feb-21,https://pureportal.coventry.ac.uk/en/publications/how-does-the-understanding-experience-and-enactment-of-self-regul
391,How upskilling nurses can solve the care home crisis. Call for specialist gerontological training and new online learning networks.,"Kneafsey, R.",25-Aug-21,https://pureportal.coventry.ac.uk/en/publications/how-upskilling-nurses-can-solve-the-care-home-crisis-call-for-spe
392,Hybrid Workload Enabled and Secure Healthcare Monitoring Sensing Framework in Distributed Fog-Cloud Network,"Shah, S. A.",17-Aug-21,https://pureportal.coventry.ac.uk/en/publications/hybrid-workload-enabled-and-secure-healthcare-monitoring-sensing-
393,Hyperbaric oxygen therapy for the treatment of long COVID: early evaluation of a highly promising intervention,"Clark, C.",3-Dec-21,https://pureportal.coventry.ac.uk/en/publications/hyperbaric-oxygen-therapy-for-the-treatment-of-long-covid-early-e
394,iHOPE for PCOS: Quantitative evaluation of a pilot online peer support intervention for polycystic ovary syndrome,"Percy, C.",29-Jun-21,https://pureportal.coventry.ac.uk/en/publications/ihope-for-pcos-quantitative-evaluation-of-a-pilot-online-peer-sup
395,Impact of a National Peer-Led Training Program to Increase Brief Physical Activity Advice Given to Patients by Health Care Professionals,"Whelan, M.",Nov-21,https://pureportal.coventry.ac.uk/en/publications/impact-of-a-national-peer-led-training-programme-to-increase-brie
396,Impact of Body Mass Index on the Development of Inflammatory Bowel Disease: A Systematic Review and Dose-Response Analysis of 15.6 Million Participants,"Clark, C. C. T.",3-Jan-21,https://pureportal.coventry.ac.uk/en/publications/impact-of-body-mass-index-on-the-development-of-inflammatory-bowe
397,"Impact of deprivation, dementia prevalence and regional demography on prescribing of antidementia drugs in England: A time trend analysis","Kurmi, O. P.",Oct-21,https://pureportal.coventry.ac.uk/en/publications/impact-of-deprivation-dementia-prevalence-and-regional-demography
398,Implementing a digital intervention for managing uncontrolled hypertension in Primary Care: a mixed methods process evaluation,"Wilde, L.",26-May-21,https://pureportal.coventry.ac.uk/en/publications/implementing-a-digital-intervention-for-managing-uncontrolled-hyp
399,Improvement of Physical Performance Following a 6 Week Change-of-Direction Training Program in Elite Youth Soccer Players of Different Maturity Levels,"Clark, C. C. T.",24-May-21,https://pureportal.coventry.ac.uk/en/publications/improvement-of-physical-performance-following-a-6-week-change-of-
400,Improving Machine Learning Classification Accuracy for Breathing Abnormalities by Enhancing Dataset,"Shah, S. A.",12-Oct-21,https://pureportal.coventry.ac.uk/en/publications/improving-machine-learning-classification-accuracy-for-breathing-
401,Influence of aging and increased blood pressure on oscillometric cuff pressure waveform characteristics,"Zheng, D.",1-Nov-21,https://pureportal.coventry.ac.uk/en/publications/influence-of-aging-and-increased-blood-pressure-on-oscillometric-
402,Information Quality Frameworks for Digital Health Technologies: Systematic Review,"Wark, P. A.",17-May-21,https://pureportal.coventry.ac.uk/en/publications/information-quality-frameworks-for-digital-health-technologies-sy
403,In Pursuit Of Meaningful Insight; Covid Remote Collaboration And Design As Provocation,"Magee, P.",2021,https://pureportal.coventry.ac.uk/en/publications/in-pursuit-of-meaningful-insight-post-covid-remote-collaboration-
404,Intake of Various Food Groups and Risk of Breast Cancer: A Systematic Review and Dose-Response Meta-Analysis of Prospective Studies,"Clark, C. C. T.",1-May-21,https://pureportal.coventry.ac.uk/en/publications/intake-of-various-food-groups-and-risk-of-breast-cancer-a-systema
405,Interaction between major dietary patterns and cardiorespiratory fitness on metabolic syndrome in Iranian adults: a cross-sectional study,"Clark, C.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/interaction-between-major-dietary-patterns-and-cardiorespiratory-
406,Interpretable Machine Learning for COVID-19: An Empirical Study on Severity Prediction Task,"Wang, J.",25-Jun-21,https://pureportal.coventry.ac.uk/en/publications/interpretable-machine-learning-for-covid-19-an-empirical-study-on
407,Interventions for preventing weight gain after smoking cessation,"Lycett, D.",6-Oct-21,https://pureportal.coventry.ac.uk/en/publications/interventions-for-preventing-weight-gain-after-smoking-cessation-3
408,Introducing an activity-based balance index for soccer players: A validity and reliability study,"Clark, C. C. T.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/introducing-an-activity-based-balance-index-for-soccer-players-a-
409,Introducing the tablet-based Oxford Cognitive Screen-Plus (OCS-Plus) as an assessment tool for subtle cognitive impairments,"Wright, H.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/introducing-the-tablet-based-oxford-cognitive-screen-plus-ocs-plu
410,Investigation of associations between retinal microvascular parameters and albuminuria in UK Biobank: a cross-sectional case-control study,"Tapp, R.",25-Feb-21,https://pureportal.coventry.ac.uk/en/publications/investigation-of-associations-between-retinal-microvascular-param
411,JPEG Image Compression Using Multiple Core Strategy in FPGA achieving High Peak Signal to Noise Ratios,"Shah, S. A.",27-Jul-21,https://pureportal.coventry.ac.uk/en/publications/jpeg-image-compression-using-multiple-core-strategy-in-fpga-achie
412,Knowledge and attitude towards HIV/AIDS in India: A systematic review and meta-analysis of 47 studies from 2010-2020,"Clark, C.",2021,https://pureportal.coventry.ac.uk/en/publications/knowledge-and-attitude-towards-hivaids-in-india-a-systematic-revi
413,"Lean in, don’t step back: The views and experiences of patients and carers with severe mental illness and incurable physical conditions on palliative and end of life care","Holliday, N.",2021,https://pureportal.coventry.ac.uk/en/publications/lean-in-dont-step-back-the-views-and-experiences-of-patients-and-
414,Low frequency variability in photoplethysmography and autonomic function assessment,"Allen, J.",1-Nov-21,https://pureportal.coventry.ac.uk/en/publications/low-frequency-variability-in-photoplethysmography-and-autonomic-f
415,"Mapping inequalities in exclusive breastfeeding in low- and middle-income countries, 2000–2018",,Aug-21,https://pureportal.coventry.ac.uk/en/publications/mapping-inequalities-in-exclusive-breastfeeding-in-low-and-middle
416,Memory Augmented Hierarchical Attention Network for Next Point-of-Interest Recommendation,"Wang, J.",Apr-21,https://pureportal.coventry.ac.uk/en/publications/memory-augmented-hierarchical-attention-network-for-next-point-of
417,Mixed Methods Process Evaluation of a National Peer-Led Training Program to Increase Brief Advice on Physical Activity Given By Health Care Professionals,"Whelan, M.",Nov-21,https://pureportal.coventry.ac.uk/en/publications/mixed-methods-process-evaluation-of-a-national-peer-led-training-
418,Mobile health apps: An exploration of user-generated reviews in Google Play store on a physical activity application,"Wilde, L. J.",2021,https://pureportal.coventry.ac.uk/en/publications/mobile-health-apps-an-exploration-of-user-generated-reviews-in-go
419,Modification effect of ideal cardiovascular health metrics on genetic association with incident heart failure in the China Kadoorie Biobank and the UK Biobank,,22-Oct-21,https://pureportal.coventry.ac.uk/en/publications/modification-effect-of-ideal-cardiovascular-health-metrics-on-gen
420,Naar de middelbare school als je ASS hebt,"Bul, K.",10-Sep-21,https://pureportal.coventry.ac.uk/en/publications/naar-de-middelbare-school-als-je-ass-hebt
421,Newborn Screening for Long-Chain 3-Hydroxyacyl-CoA Dehydrogenase and Mitochondrial Trifunctional Protein Deficiencies Using Acylcarnitines Measurement in Dried Blood Spots—A Systematic Review of Test Accuracy,,19-Mar-21,https://pureportal.coventry.ac.uk/en/publications/newborn-screening-for-long-chain-3-hydroxyacyl-coa-dehydrogenase-
422,Noninvasive Detection of Respiratory Disorder Due to COVID-19 at the Early Stages in Saudi Arabia,"Shah, S. A.",5-Nov-21,https://pureportal.coventry.ac.uk/en/publications/noninvasive-detection-of-respiratory-disorder-due-to-covid-19-at-
423,Novel Ensemble Algorithm for Multiple Activity Recognition in Elderly People Exploiting Ubiquitous Sensing Devices,"Shah, S. A.",15-Aug-21,https://pureportal.coventry.ac.uk/en/publications/novel-ensemble-algorithm-for-multiple-activity-recognition-in-eld
424,Obesity needs to be addressed to tackle the increased prevalence of diabetes in China – Temporal changes from 2003 to 2009,"Zheng, D.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/obesity-needs-to-be-addressed-to-tackle-the-increased-prevalence-
425,On the Level Mental Health Intervention - a school-based feasibility study,"Bisal, N. L.",21-Sep-21,https://pureportal.coventry.ac.uk/en/publications/on-the-level-mental-health-intervention-a-school-based-feasibilit
426,"Performance, muscle damage, and inflammatory responses to repeated high-intensity exercise following a 40-min nap","Clark, C. C. T.",19-Oct-21,https://pureportal.coventry.ac.uk/en/publications/performance-muscle-damage-and-inflammatory-responses-to-repeated-
427,Performance Enhancement and Size Reduction of Vivaldi Antenna Using Defected Ground Structure for Active Phased Array Radar Applications,"Shah, S. A.",4-Jul-21,https://pureportal.coventry.ac.uk/en/publications/performance-enhancement-and-size-reduction-of-vivaldi-antenna-usi
428,Photoplethysmographic assessment of arterial stiffness and endothelial function,"Zheng, D.",12-Nov-21,https://pureportal.coventry.ac.uk/en/publications/photoplethysmographic-assessment-of-arterial-stiffness-and-endoth
429,"Photoplethysmography: Technology, Signal Analysis and Applications","Allen, J. (ed.)",1-Nov-21,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-technology-signal-analysis-and-applications
430,Photoplethysmography (PPG): State-of-the-art methods and applications,"Allen, J.",24-Nov-21,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-ppg-state-of-the-art-methods-and-application
431,Photoplethysmography for the assessment of peripheral vascular disease,"Allen, J.",3-Nov-21,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-for-the-assessment-of-peripheral-vascular-di
432,Photoplethysmography signal processing and synthesis,"Allen, J.",1-Nov-21,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-signal-processing-and-synthesis
433,Physical behaviors and fundamental movement skills in British and Iranian children: An isotemporal substitution analysis,"Clark, C.",Feb-21,https://pureportal.coventry.ac.uk/en/publications/physical-behaviors-and-fundamental-movement-skills-in-british-and
434,Portable UWB RADAR Sensing System for Transforming Subtle Chest Movement into Actionable Micro-Doppler Signatures to Extract Respiratory Rate Exploiting ResNet Algorithm,"Saeed, U.",15-Oct-21,https://pureportal.coventry.ac.uk/en/publications/portable-uwb-radar-sensing-system-for-transforming-subtle-chest-m
435,Position Statement: To Highlight the Impact of Class in Clinical Psychology,"Brookes Smith, C. J.",23-Mar-21,https://pureportal.coventry.ac.uk/en/publications/position-statement-to-highlight-the-impact-of-class-in-clinical-p
436,Potential metabolic and inflammatory pathways between COVID-19 and new-onset diabetes,"Tapp, R.",Mar-21,https://pureportal.coventry.ac.uk/en/publications/potential-metabolic-and-inflammatory-pathways-between-covid-19-an
437,Preliminary Study: Learning the Impact of Simulation Time on Reentry Location and Morphology Induced by Personalized Cardiac Modeling,"Zheng, D.",24-Dec-21,https://pureportal.coventry.ac.uk/en/publications/preliminary-study-learning-the-impact-of-simulation-time-on-reent
438,"Pre-pregnancy body mass index in mothers, birth weight and the risk of type I diabetes in their offspring: A dose-response meta-analysis of cohort studies","Clark, C.",Feb-21,https://pureportal.coventry.ac.uk/en/publications/pre-pregnancy-body-mass-index-in-mothers-birth-weight-and-the-ris
439,Presence vs. participant in interaction in child protection conferences,"Lutman-White, E.",14-Dec-21,https://pureportal.coventry.ac.uk/en/publications/presence-vs-participant-in-interaction-in-child-protection-confer
440,Prevalence of Stroke and Stroke Risk Factors in a South-Western Community of Nepal,"Kurmi, O. P.",May-21,https://pureportal.coventry.ac.uk/en/publications/prevalence-of-stroke-and-stroke-risk-factors-in-a-south-western-c
441,Privacy-Preserving Wandering Behaviour Sensing in Dementia Patients using Modiﬁed Logistic and Dynamic Newton Leipnik Maps,"Shah, S. A.",1-Feb-21,https://pureportal.coventry.ac.uk/en/publications/privacy-preserving-wandering-behaviour-sensing-in-dementia-patien
442,Profile-Free and Real-Time Task Recommendation in Mobile Crowdsensing,"Wang, J.",1-Dec-21,https://pureportal.coventry.ac.uk/en/publications/profile-free-and-real-time-task-recommendation-in-mobile-crowdsen
443,Prognostic factors associated with small for gestational age babies in a tertiary care hospital of Western Nepal: A cross-sectional study,"Kurmi, O. P.",Mar-21,https://pureportal.coventry.ac.uk/en/publications/prognostic-factors-associated-with-small-for-gestational-age-babi
444,Proportion of newly diagnosed diabetes in COVID-19 patients: a systematic review and meta-analysis,"Tapp, R. J.",Mar-21,https://pureportal.coventry.ac.uk/en/publications/proportion-of-newly-diagnosed-diabetes-in-covid-19-patients-a-sys
445,Radar Sensing for Activity Classification in Elderly People Exploiting Micro-Doppler Signatures using Machine Learning,"Shah, S. A.",4-Jun-21,https://pureportal.coventry.ac.uk/en/publications/radar-sensing-for-activity-classification-in-elderly-people-explo
446,Ramadan Observance Is Associated with Impaired Kung-Fu-Specific Decision-Making Skills,"Clark, C. C. T.",9-Jul-21,https://pureportal.coventry.ac.uk/en/publications/ramadan-observance-is-associated-with-impaired-kung-fu-specific-d
447,Recruiting patients to a digital self-management study whilst in hospital for a chronic obstructive pulmonary disease exacerbation: A feasibility analysis,"Whelan, M.",10-Jun-21,https://pureportal.coventry.ac.uk/en/publications/recruiting-patients-to-a-digital-self-management-study-whilst-in-
448,Reducing weight and BMI following gestational diabetes:  A systematic review and meta-analysis of digital and telemedicine interventions,"Whelan, M.",14-Apr-21,https://pureportal.coventry.ac.uk/en/publications/reducing-weight-and-bmi-following-gestational-diabetes-a-systemat
449,Reflective practice as an enabler of empathy in design of smart mobility products and systems: benefits derived by undergraduate students on TInnGO,"Magee, P.",14-Oct-21,https://pureportal.coventry.ac.uk/en/publications/reflective-practice-as-an-enabler-of-empathy-in-design-of-smart-m
450,Regional and seasonal variations in household and personal exposures to air pollution in one urban and two rural Chinese communities: A pilot study to collect time-resolved data using static and wearable devices,"Kurmi, O.",Jan-21,https://pureportal.coventry.ac.uk/en/publications/regional-and-seasonal-variations-in-household-and-personal-exposu
451,Reimagining care homes: can the COVID-19 pandemic act as a catalyst for enhancing staff status and education?,"Szczepura, A.",19-May-21,https://pureportal.coventry.ac.uk/en/publications/reimagining-care-homes-can-the-covid-19-pandemic-act-as-a-catalys
452,Relationships between fitness status and match running performance in adult women soccer players: A cohort study,"Clark, C. C. T.",13-Jun-21,https://pureportal.coventry.ac.uk/en/publications/relationships-between-fitness-status-and-match-running-performanc
453,Reliability of the Edinburgh Claudication Questionnaire for identifying symptomatic PAD in General Practice,"Allen, J.",May-21,https://pureportal.coventry.ac.uk/en/publications/reliability-of-the-edinburgh-claudication-questionnaire-for-ident
454,Resistance to data loss from the Freestyle Libre: Impact on glucose variability indices and recommendations for data analysis,"Whelan, M. E.",Feb-21,https://pureportal.coventry.ac.uk/en/publications/resistance-to-data-loss-from-the-freestyle-libre-impact-on-glucos
455,"Response by Lan et al to Letter Regarding Article, “Regional High Wall Shear Stress Associated With Stenosis Regression in Symptomatic Intracranial Atherosclerotic Disease”","Liu, H.",25-Jan-21,https://pureportal.coventry.ac.uk/en/publications/response-by-lan-et-al-to-letter-regarding-article-regional-high-w
456,RF Sensing Based Breathing Patterns Detection Leveraging USRP Devices,"Shah, S. A.",2-Jun-21,https://pureportal.coventry.ac.uk/en/publications/rf-sensing-based-breathing-patterns-detection-leveraging-usrp-dev
457,RF sensing for healthcare applications,"Shah, S. A.",16-Apr-21,https://pureportal.coventry.ac.uk/en/publications/rf-sensing-for-healthcare-applications
458,Risk of acute pancreatitis with methimazole use: a systematic review and meta-analysis,"Clark, C.",Oct-21,https://pureportal.coventry.ac.uk/en/publications/risk-of-acute-pancreatitis-with-methimazole-use-a-systematic-revi
459,School-Time Movement Behaviors and Fundamental Movement Skills in Preschoolers: An Isotemporal Reallocation Analysis,"Clark, C. C. T.",Aug-21,https://pureportal.coventry.ac.uk/en/publications/school-time-movement-behaviors-and-fundamental-movement-skills-in
460,Sex-specific effects of small-sided games in basketball on psychometric and physiological markers during Ramadan intermittent fasting: a pilot study,"Clark, C. C. T.",23-May-21,https://pureportal.coventry.ac.uk/en/publications/sex-specific-effects-of-small-sided-games-in-basketball-on-psycho
461,Sleep as a Priority: 24-Hour Movement Guidelines and Mental Health of Chinese College Students during the COVID-19 Pandemic,"Clark, C. C. T.",6-Sep-21,https://pureportal.coventry.ac.uk/en/publications/sleep-as-a-priority-24-hour-movement-guidelines-and-mental-health
462,"Sleep Disruption and Depression, Stress and Anxiety Levels in Women With Polycystic Ovary Syndrome (PCOS) During the Lockdown Measures for COVID-19 in the UK","McGregor, G.",4-Jun-21,https://pureportal.coventry.ac.uk/en/publications/sleep-disruption-and-depression-stress-and-anxiety-levels-in-wome
463,Sleep quality and physical activity as predictors of mental wellbeing variance in older adults during covid-19 lockdown: Eclb covid-19 international online survey,,19-Apr-21,https://pureportal.coventry.ac.uk/en/publications/sleep-quality-and-physical-activity-as-predictors-of-mental-wellb
464,Soy intake is associated with lowering blood pressure in adults: A systematic review and meta-analysis of randomized double-blind placebo-controlled trials,"Clark, C. C. T.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/soy-intake-is-associated-with-lowering-blood-pressure-in-adults-a
